Exchange,Base,Target,Last,Volume,Trust Score,USD Price
ProBit Global,BTCV,BTC,6.26e-06,67951.8928,yellow,85897
DigiFinex,ETC,BTC,0.0001581,697.85,yellow,85904
QMall,LINK,BTC,0.0001448,589.067826,yellow,86056
Binance,NEO,BTC,4.765e-05,4119.63,yellow,85952
Upbit,SOON,BTC,6.69e-06,834256.19935039,yellow,86166
KuCoin,DOT,BTC,2.614e-05,0.0,yellow,86042
XT.COM,FIL,BTC,1.86e-05,10642.43,yellow,86056
Binance,OG,BTC,0.0001552,1655.7,yellow,85973
WhiteBIT,ANKR,BTC,9.01e-08,3611359.0,yellow,85829
Bitfinex,BTC,EURQ,75538.0,0.00024007,yellow,86468
Crypto.com Exchange,WBTC,BTC,0.9973,0.1554,yellow,85986
DigiFinex,DASH,BTC,0.0006522,270.479,yellow,85904
WhiteBIT,TIA,BTC,7.088e-06,172807.9,yellow,85829
Bybit,BTC,XUSD,87234.5,4.5e-05,yellow,87214
Bithumb,XRP,BTC,2.367e-05,17129.406725110188,yellow,86633
Dex-Trade,ADA,BTC,4.73e-06,135759.0,yellow,85704
WhiteBIT,EGLD,BTC,8.634e-05,2682.13,yellow,85829
TokoCrypto,INJ,BTC,6.3e-05,28.9884126984127,yellow,86008
Cryptal,ETH,BTC,0.032565,8.5485,yellow,86092
WhiteBIT,ETC,BTC,0.0001579,2264.55,yellow,85829
Bitfinex,ETC,BTC,0.00015781,11.12343394,yellow,86169
Upbit,USDT,BTC,1.156e-05,43967.16225753,yellow,86144
BitMart,DASH,BTC,0.000649,2573.078,yellow,86053
WhiteBIT,POL,BTC,1.538e-06,261636.5,yellow,85789
Bitfinex,DOGE,BTC,1.67e-06,8483.52071343,yellow,85970
Paymium,BTC,EUR,74999.99,1.07870093,yellow,86490
FMFW.io,RUNE,BTC,7.241e-06,4589.44,yellow,86056
FMFW.io,XTZ,BTC,5.62e-06,22376.2,yellow,86056
WhiteBIT,REZ,BTC,7.42e-08,3683975.0,yellow,85829
WhiteBIT,THETA,BTC,4.051e-06,227663.4,yellow,85829
Bitrue,XRP,BTC,2.386e-05,40399.2,yellow,86043
Gate,IOTA,BTC,1.3264e-06,62756.3,yellow,85970
TokoCrypto,QNT,BTC,0.0008895,1.0006970207982013,yellow,86035
Upbit,CTSI,BTC,5.1e-07,3550289.35175476,yellow,86166
Binance,POL,BTC,1.53e-06,298989.6,yellow,85930
WhiteBIT,INJ,BTC,6.324e-05,2827.3,yellow,85829
Upbit,ETH,BTC,0.03247915,14.41121265,yellow,86166
Binance,IOTA,BTC,1.33e-06,307244.0,yellow,85952
Binance,ENS,BTC,0.0001276,1257.61,yellow,85978
WhiteBIT,UMA,BTC,9.46e-06,39824.4,yellow,85829
QMall,UNI,BTC,7.17e-05,1733.5050992,yellow,86056
Binance,VET,BTC,1.5e-07,15398783.0,yellow,85952
WhiteBIT,MANA,BTC,1.893e-06,146104.0,yellow,85829
KuCoin,LINK,BTC,0.00014496,0.0,yellow,86042
DigiFinex,FIL,BTC,1.861e-05,1750.2,yellow,85904
WhiteBIT,TRB,BTC,0.0002321,1305.15,yellow,85829
Binance,ADX,BTC,1.27e-06,101583.0,yellow,85952
KuCoin,WIN,BTC,3.71e-10,0.0,yellow,86042
FMFW.io,KNC,BTC,3.117e-06,32643.3,yellow,86056
Binance,CTSI,BTC,5.1e-07,2791453.0,yellow,85973
Nonkyc.io,BCH,BTC,0.006324,158.865,yellow,86009
WhiteBIT,ASTR,BTC,1.44e-07,2631346.6,yellow,85829
Binance,KAVA,BTC,1.32e-06,107258.6,yellow,86004
FMFW.io,XMR,BTC,0.0045,9.847,yellow,86056
FMFW.io,ZRX,BTC,1.775e-06,47077.2,yellow,86056
Trubit,ATOM,BTC,2.83e-05,64367.12,yellow,86167
Trubit,XRP,BTC,2.387e-05,87723.0,yellow,85738
KuCoin,TEL,BTC,6.162e-08,0.0,yellow,86042
Crypto.com Exchange,ATOM,BTC,2.832e-05,2168.29,yellow,85978
Binance,SAND,BTC,1.74e-06,132199.0,yellow,85973
BitMart,VET,BTC,1.502e-07,10249268.0,yellow,86044
Upbit,NMR,BTC,0.00012811,5776.01772794,yellow,86166
Binance,FLOW,BTC,2.66e-06,80386.53,yellow,85978
Binance,MANTA,BTC,1.35e-06,679925.5,yellow,85952
FMFW.io,EGLD,BTC,8.64e-05,1724.0264,yellow,86056
Kraken,GRT,XBT,5.7e-07,52163.65141514,yellow,85985
BitMart,QTUM,BTC,1.759e-05,66653.31,yellow,86044
Binance,OP,BTC,3.53e-06,21021.88,yellow,85952
WhiteBIT,OP,BTC,3.52e-06,142978.43,yellow,85829
Binance,BAND,BTC,4.33e-06,57075.7,yellow,85973
Bitfinex,AVAX,BTC,0.0001552,109.644721,yellow,86169
P2B,CRV,BTC,4.5e-06,11656.0,yellow,85971
Binance,HFT,BTC,4.7e-07,2396313.1,yellow,85952
WhiteBIT,RENDER,BTC,1.963e-05,7926.88,yellow,85829
Binance,DIA,BTC,4.11e-06,25402.6,yellow,85973
FMFW.io,SNX,BTC,6.5e-06,38990.55,yellow,86056
Binance,APE,BTC,3.25e-06,40056.67,yellow,85952
